symbol,horizon,rows,hit_rate_%,mae_%,rmse_%,mean_pred_%,mean_real_%,pearson_r,wilson_low,wilson_high,stability_qtr_std,start_date,end_date
KANSAINER,3d,330,57.75075987841945,1.998141632766626,2.8612542913995775,0.08971075265455336,-0.11898454314861087,0.26272839561618555,0.5235383531829494,0.6296876858698615,0.8875144895756214,2021-12-27,2025-12-17
KAPSTON,3d,330,63.58024691358025,3.349175232735838,5.041692259008094,0.6227469908390907,0.6520442121672804,0.4650568910486594,0.5820969399834208,0.6863253712790913,2.4570570755490375,2021-12-27,2025-12-17
KARMAENG,3d,330,65.4434250764526,4.312814630501083,5.801903305435092,1.0128586808865383,0.36575333703758584,0.5627183848370922,0.6013654967163027,0.7039165476215314,2.6185339316389498,2021-12-27,2025-12-18
KARURVYSYA,3d,330,65.65349544072949,2.493285615057578,3.2964798313535977,0.2091224313949041,0.6522266846818786,0.49462335688040576,0.6036801484218682,0.7057763618220435,0.9091844459218139,2021-12-27,2025-12-17
KAYA,3d,330,59.878419452887535,3.8446716533783687,5.838183182226098,0.6803845386892124,0.17574863002176302,0.5450539815829429,0.544974055269822,0.6503140337190544,1.3912734671554672,2021-12-27,2025-12-17
KAYNES,3d,256,63.28125,3.7509667009572025,5.237554493309433,0.5830113749878147,0.8564460565289783,0.36204555489324897,0.5722045176029711,0.6894933783459456,1.5331004003906072,2022-11-22,2025-12-19
KCP,3d,330,59.09090909090909,3.0704225128741722,3.9155475995834297,0.5401394252221567,0.21276519036859073,0.4246697678901284,0.5371106640095314,0.6426152898560143,2.124710324654048,2021-12-27,2025-12-17
KCPSUGIND,3d,330,60.85626911314985,3.694759887786592,4.899618753154804,0.5611986823647377,0.1864786492653576,0.5281556979563228,0.5546937766615976,0.6599104327244047,3.8314589182303034,2021-12-27,2025-12-17
KDDL,3d,330,61.09422492401216,3.557339278101924,4.938979639866118,0.48437416364946023,0.4621370802009636,0.38902380692182303,0.5572686691502649,0.6620548769449346,2.934720767754177,2021-12-27,2025-12-17
KEC,3d,330,57.31707317073171,3.0231751907192446,4.077976611186198,0.36320691320332216,0.235766430678417,0.3358041917313098,0.5190987740669896,0.6255485516450369,0.8680799204903386,2021-12-27,2025-12-17
KECL,3d,330,67.27272727272727,4.128371303175489,5.58471964204896,0.6312202510084951,0.6591033568019077,0.48639488096307254,0.6203665634771522,0.7211127488673847,1.7703941436825272,2021-12-27,2025-12-17
KEEPLEARN,3d,295,69.06474820143885,4.898210714301879,6.313422382379039,1.0198789219757542,0.6114124482638615,0.617655077250577,0.6340218092489442,0.742075970496842,3.0913228460184805,2021-12-27,2025-12-19
KEI,3d,330,58.78787878787879,2.901127823952093,3.8052498196663724,0.3183440666520373,0.4963371561155441,0.3223007552793019,0.5340568523224737,0.6396782364142207,0.7993245988989179,2021-12-27,2025-12-17
KELLTONTEC,3d,330,65.15151515151516,3.650110063631881,5.088283808002599,0.17338218106855663,0.2813965688328732,0.46135637516317274,0.5986278787272312,0.7009153777153452,1.1600274936709118,2021-12-27,2025-12-17
KERNEX,3d,330,64.13373860182371,4.631416032526329,5.998326904724114,0.6681204141820171,0.9627172820227827,0.4586072880707643,0.5881546128900615,0.6912575759709462,3.912591878428567,2021-12-27,2025-12-17
KESORAMIND,3d,302,63.87959866220736,3.2567535730461534,5.535877106191007,0.6007579796651975,0.05657907315021322,0.7158706971230792,0.582905645048569,0.6911650242386096,2.696730546224094,2022-04-11,2025-12-01
KEYFINSERV,3d,330,64.13373860182371,4.420002131030891,6.911997857126719,0.6049132832875984,0.5813215116654754,0.4426145999975614,0.5881546128900615,0.6912575759709462,1.5491706013598194,2021-12-27,2025-12-17
KFINTECH,3d,247,60.32388663967611,3.4764638051073646,4.970057088384818,0.2664842433046872,0.5834989223705701,0.37349436821230103,0.541093918581966,0.6622216399218867,1.2474241905457093,2022-12-29,2025-12-19
KHADIM,3d,330,63.93939393939394,3.31899491971674,4.403876243477156,0.3948054179300374,-0.01915850160970875,0.4422856771590845,0.5862555140063025,0.6893242819208677,1.3415680190147374,2021-12-27,2025-12-17
KHAICHEM,3d,330,62.19512195121951,3.446770043708345,4.7146720657066785,0.3725313865259453,0.2236397425493866,0.4944337224827948,0.5683477091539547,0.6727311670327561,1.7730329582545472,2021-12-27,2025-12-17
KHAITANLTD,3d,330,66.15384615384616,4.043357541252955,6.270702850834504,0.7642395580762703,0.6289618692684843,0.5693750667378537,0.608472504242721,0.7108301630597127,1.0787630295019501,2021-12-27,2025-12-17
KHANDSE,3d,330,63.38461538461539,3.9143202881513246,5.681037490592961,0.5838477667751718,0.2605050195770548,0.5846653802545121,0.580189199902141,0.684375867291304,1.183011178925142,2021-12-27,2025-12-17
KICL,3d,330,56.06060606060606,3.2201627855836077,4.458309482868811,0.36857279124770165,0.41330712051563756,0.2586829829784272,0.5066636272650037,0.6131536753120267,1.306472219571935,2021-12-27,2025-12-17
KILITCH,3d,330,64.24242424242425,3.220154105763103,4.509476748278492,0.6391533438354289,0.2857639408458211,0.31864748288782613,0.589345281132066,0.6922253799239558,3.503594103049238,2021-12-27,2025-12-17
KIMS,3d,330,60.60606060606061,2.219980812646113,2.803043712011532,0.26753261700288844,0.3108061561974352,0.34406786915747967,0.5524105719823336,0.6572697075274698,1.4131737457920575,2021-12-27,2025-12-17
KINGFA,3d,330,60.90909090909091,3.8058024158627437,5.0857030821826665,0.35658086083831064,0.49244668949080744,0.3473386986225522,0.5554767767291164,0.6601943679095386,1.8940724492513623,2021-12-27,2025-12-17
KIOCL,3d,330,55.792682926829265,4.043631295126108,5.876452618076326,0.46129139760640997,0.25998835080747607,0.33421433544974544,0.5038169582323693,0.6106955079563186,1.6464283611161306,2021-12-27,2025-12-17
KIRIINDUS,3d,330,58.18181818181818,3.173218949734118,4.729625806996769,0.34864403059888566,0.18077180247635216,0.32101247959770735,0.5279553429674877,0.6337980155115035,1.1511821577406967,2021-12-27,2025-12-17
KIRLOSBROS,3d,330,62.42424242424242,3.759362227266334,5.021695376474581,0.5438298547595728,0.6264651993260196,0.3974116870074983,0.57083938229615,0.6747860879867625,1.2983388880846973,2021-12-27,2025-12-17
KIRLOSENG,3d,330,60.0,3.6903755112490857,4.806612798288083,0.44708179608371906,0.7327331782189951,0.3727966742144283,0.5462844093036148,0.6514141399484856,1.2484837629004661,2021-12-27,2025-12-17
KIRLOSIND,3d,330,62.42424242424242,2.740161317493068,3.6180338373222387,0.26426780619100376,0.31181390631568595,0.3789516275142658,0.57083938229615,0.6747860879867625,1.019904764449207,2021-12-27,2025-12-17
KIRLPNU,3d,221,63.34841628959276,3.410371808806641,5.032602235975454,0.35660424605344887,0.36989533121563867,0.34216229595017533,0.5681779454215381,0.6942290112982148,1.369082199757451,2023-04-26,2025-12-19
KITEX,3d,330,65.4434250764526,3.797782351053881,5.136791203151666,0.6040495771619259,0.4948246985890701,0.5004911017489804,0.6013654967163027,0.7039165476215314,1.868838161719192,2021-12-27,2025-12-17
KKCL,3d,330,62.72727272727273,2.3994739766874544,3.2407567524490375,0.24163953985576409,0.28998747648072226,0.46800073233296635,0.5739182854620999,0.6776980499496643,1.0178231737939056,2021-12-27,2025-12-17
KMEW,3d,91,68.13186813186813,4.235419264000093,5.989974368110781,0.4280363252126247,0.7725534868072159,0.36607955914473733,0.5799071714420602,0.7680414080842238,1.6921512686399154,2024-11-14,2025-12-17
KMSUGAR,3d,330,67.18266253869969,3.11682012815184,4.497197507430891,0.16550410603811952,0.1543639261818533,0.5541784531049128,0.6188611305508975,0.7207529210263801,3.697797454939069,2021-12-27,2025-12-17
KNRCON,3d,330,61.21212121212121,2.7342994822054054,3.6464737415321316,0.18376128941532258,-0.10661876739206397,0.3135374110551954,0.5585450749385122,0.6631169348289941,1.0022642395656554,2021-12-27,2025-12-17
KOHINOOR,3d,307,63.24503311258278,3.8505589791083543,5.778002185033158,0.8240432627322627,0.6829832374019229,0.6737402230465704,0.576725569393309,0.6848477417586075,3.9465820705470054,2022-04-06,2025-12-18
KOKUYOCMLN,3d,330,61.7737003058104,2.935035621052612,3.976382962021386,0.5092074034686873,0.210004194454559,0.37536881913715114,0.5639885102786159,0.6687512660977527,1.2092515272124733,2021-12-27,2025-12-17
KOLTEPATIL,3d,330,59.32721712538226,3.2762616836975207,4.326953860678851,0.35628505604307303,0.1937513274459203,0.44670981991792225,0.5392452437355875,0.6451330206664707,1.1291726382772624,2021-12-27,2025-12-17
KOPRAN,3d,330,60.60606060606061,3.8927523725821147,5.206984544728714,0.4680992993397128,-0.12485343310686536,0.3870144617974441,0.5524105719823336,0.6572697075274698,1.3757291421332547,2021-12-27,2025-12-17
KOTAKBANK,3d,330,60.60606060606061,1.6550213271235565,2.1593206924662254,0.19666038594287827,0.08245200781223869,0.2647889587511182,0.5524105719823336,0.6572697075274698,0.6018882669921897,2021-12-27,2025-12-17
KOTARISUG,3d,330,66.05504587155963,3.2483065418529486,4.533069673709491,0.5150677013289613,0.09252599893694151,0.47066412964550824,0.6076267421526922,0.7097456801787196,2.890085081529442,2021-12-27,2025-12-17
KOTHARIPET,3d,330,64.02439024390245,3.438666460585978,5.025423112155707,0.37135572170095565,0.3380443802428985,0.49287306382992957,0.5869570687504007,0.6902836388643168,1.1647615619589746,2021-12-27,2025-12-17
KOTHARIPRO,3d,330,66.96969696969697,3.462210733608102,5.0975911205190565,0.4820114351995964,0.3268208783063205,0.5645307323933137,0.6172541101374746,0.7182343370782108,1.8095698011824972,2021-12-27,2025-12-17
KPEL,3d,91,49.45054945054945,4.804183920826289,6.252879808319161,0.4472883955263408,-0.2768391601967786,0.16591700891598413,0.3941040748457469,0.5953520288049717,1.1585875270476331,2024-11-14,2025-12-17
KPIGREEN,3d,330,61.515151515151516,4.389296878194143,5.8716119005199525,0.5448414960035026,0.9373792746499893,0.4500374566561024,0.5616154753754329,0.6660373995209251,1.4221461657398082,2021-12-27,2025-12-17
KPIL,3d,330,56.23100303951368,2.5834248427714592,3.301432430033844,0.4109163441890403,0.4197226536017669,0.39097839365902237,0.5082883051290311,0.6148934125408757,0.8665424637692046,2021-12-27,2025-12-17
KPITTECH,3d,330,60.0,2.993917045112818,3.9774375533695534,0.13249515847819815,0.330132335894123,0.35084039622394064,0.5462844093036148,0.6514141399484856,1.2575932771144038,2021-12-27,2025-12-17
KPRMILL,3d,330,62.72727272727273,2.7922516207315295,3.725542470737594,0.13312576115447897,0.1897403775950047,0.3953303089928381,0.5739182854620999,0.6776980499496643,0.8484993295261313,2021-12-27,2025-12-17
KRBL,3d,330,62.006079027355625,2.940040902869525,3.8572348792486943,0.363281883087039,0.23830250948813889,0.4306278912526829,0.5665118054531801,0.6708383334717618,1.1808923307377224,2021-12-27,2025-12-17
KREBSBIO,3d,330,66.96969696969697,3.8018532212475447,5.8896368950218605,0.45816438765007145,-0.034085157625374236,0.5658677041252815,0.6172541101374746,0.7182343370782108,3.244719516987687,2021-12-27,2025-12-17
KRIDHANINF,3d,330,66.55629139072848,4.456638545606745,6.7478021369170165,0.42571823535703057,0.1269423900613524,0.492415315790229,0.6105663222137572,0.7164003167261384,3.443237346634995,2021-12-27,2025-12-17
KRISHANA,3d,330,63.71951219512195,3.126910226676594,4.391095647035849,0.6250549121305451,0.6760002738933704,0.46934522697533443,0.5838499963761711,0.6873637393338786,1.1767034186457321,2021-12-27,2025-12-17
KRISHIVAL,3d,220,57.54716981132076,4.3822525736705975,6.030242240038474,0.5896339203077549,1.2309025047909237,0.40770005053679803,0.5081740165093991,0.6400828533433076,4.579299520368132,2022-03-31,2025-12-18
KRITI,3d,330,63.525835866261396,3.7310328666466557,5.1963753683664144,0.747115731835779,0.04070628241471608,0.44369331633880876,0.581960028180026,0.68543443212782,1.4746029462348553,2021-12-27,2025-12-17
KRITIKA,3d,302,67.93103448275862,4.3849458830861066,6.696975713085711,1.0322950979114673,0.46795177163992074,0.4683049823368197,0.6235472335158597,0.7303849530771892,1.666551407714361,2022-05-04,2025-12-19
KRITINUT,3d,266,65.41353383458646,3.355380284156346,4.761816996168601,0.32243975301409966,0.24972095409798112,0.5697045793758401,0.5951456238380437,0.7087363572945913,1.0280797970230706,2022-10-07,2025-12-19
KRN,3d,101,59.40594059405941,4.089623072054528,5.615258763279321,0.21035618028938038,0.6002519019710105,0.3270394027390846,0.49654808521743277,0.6846776877581798,1.319141873651787,2024-10-03,2025-12-17
KRONOX,3d,128,64.84375,3.3267153020940885,4.226281377338878,0.6277133621577264,0.020601519965197934,0.5593588867008312,0.5624962244946202,0.725728432973129,1.097842567891214,2024-06-10,2025-12-19
KROSS,3d,105,68.57142857142857,4.439645673198293,5.784313693096169,0.5298219013855837,-0.06004184351785032,0.4738472776562719,0.5916981938450161,0.7666206842310137,2.348090934875537,2024-09-16,2025-12-17
KRSNAA,3d,330,62.61398176291793,2.8034242375552676,3.8438608322597156,0.22859280750549996,0.1161072993362934,0.42009808852701097,0.5726845943670397,0.676683273111064,2.038435529622823,2021-12-27,2025-12-17
KRYSTAL,3d,145,55.86206896551724,3.7100566477609,5.154466359493616,0.31812210330438945,-0.07350130050960281,0.36548209176650265,0.4773198889120115,0.6368954917342594,2.874022694924722,2024-03-21,2025-12-18
KSB,3d,330,63.63636363636363,2.4974038798749234,3.336700483991934,0.43299552059464413,0.42069100826248007,0.39134133337765953,0.5831679424327814,0.6864209883655372,0.73507180008282,2021-12-27,2025-12-17
KSCL,3d,330,56.06060606060606,2.7859146557217787,3.7037393783410653,0.40846080194520484,0.25070740030741445,0.2983675631226402,0.5066636272650037,0.6131536753120267,0.8638579476900423,2021-12-27,2025-12-17
